root_id,flow,super_class,class,sub_class,hemilineage,side,nerve,primary_type,nt_type
720575940627841795,intrinsic,central,,,putative_primary,left,,LAL009,ACH
720575940628732715,intrinsic,central,,,SLPa&l1_anterior,right,,CL071a,ACH
720575940630003195,intrinsic,central,,,VLPd&p1_posterior,left,,CB3776,ACH
720575940630116345,intrinsic,central,,,SLPal3_and_SLPal4_dorsal,left,,CB1170,GLUT
720575940630465055,intrinsic,central,,,VLPl2_medial,right,,AVLP190,ACH
720575940630734075,intrinsic,central,,,VLPl&d1_lateral,right,,CB1192,ACH
720575940630946245,intrinsic,central,,,VPNp1_medial,left,,LHPV3b1_b,ACH
720575940631735265,intrinsic,central,,,VLPl1_or_VLPl5,left,,CB0956,ACH
720575940632097965,intrinsic,central,CX,columnar,DM2_CX_p,left,,hDeltaI,ACH
720575940632528045,intrinsic,central,,,SLPad1_anterior,left,,CB2560,ACH
720575940632793645,intrinsic,central,,,putative_primary,right,,LHAV1e1,GABA
720575940633211975,intrinsic,central,,,putative_primary,left,,PS184,ACH
720575940633365535,intrinsic,optic,optic_lobe_intrinsic,medulla_intrinsic,,right,,Mi9,GLUT
720575940633406745,intrinsic,central,DAN,,CREa2_medial,left,,PAM10,DA
720575940633606625,intrinsic,central,,,SLPad1_anterior,left,,CB3218,ACH
720575940634229615,intrinsic,central,ALPN,uniglomerular,ALv1,left,,VA1v_vPN,GABA
720575940636357865,intrinsic,central,,,LALv1_ventral,right,,AVLP451b,ACH
720575940636959855,intrinsic,central,,,VPNp&v1_ventral,right,,CL283b,GLUT
720575940637101375,intrinsic,central,,,VLPl&p1_posterior,left,,CB2564,ACH
720575940638604915,intrinsic,central,,,putative_primary,left,,CB0457,ACH
720575940639726555,intrinsic,central,Kenyon_Cell,,MBp2,right,,KCab,ACH
720575940639903165,intrinsic,central,,,VLPd&p1_posterior,left,,CB2848,ACH
720575940644090135,intrinsic,central,,,VLPp1,right,,AVLP548_e,GLUT
720575940604938156,intrinsic,central,,,VLPl2_medial,right,,AVLP160,ACH
720575940607590236,intrinsic,central,,,DM4_dorsal,left,,SMP404b,ACH
720575940607981636,intrinsic,central,Kenyon_Cell,,MBp2,right,,KCab,ACH
720575940609239416,intrinsic,central,,,VESa1,left,,CB1319,GABA
720575940609371086,intrinsic,central,Kenyon_Cell,,MBp2,right,,KCab-p,ACH
720575940610986006,intrinsic,central,,,TRdm,right,,CB3279,GABA
720575940611150506,intrinsic,central,,,SLPav2,left,,CB2136,GLUT
720575940612815766,intrinsic,central,,,CLp2,right,,CB1214,GLUT
720575940616025906,intrinsic,central,,,VLPl2_posterior,left,,LHAV2g3,ACH
720575940618314786,intrinsic,visual_projection,,,,right,,LC24,ACH
720575940620879476,intrinsic,central,,,MX12__prim,right,,CB0596,
720575940621236596,intrinsic,central,,,LHa2,left,,LHAV3k6,ACH
720575940622784726,intrinsic,optic,optic_lobe_intrinsic,y_neuron,,left,,Y3,ACH
720575940623319566,intrinsic,central,,,VLPl1_or_VLPl5,right,,AVLP348,ACH
720575940623927846,intrinsic,optic,optic_lobe_intrinsic,translobula_plate,,left,,Tlp1,GLUT
720575940623948546,intrinsic,central,,,VLPl2_medial,left,,AVLP194_c,ACH
720575940625207276,intrinsic,optic,optic_lobe_intrinsic,transmedullary_y,,left,,TmY11,ACH
720575940625523096,intrinsic,central,,,SLPpl1,left,,CB3464,GLUT
720575940625685296,intrinsic,central,LHLN,,LHl1,left,,CB1293,GABA
720575940625769776,intrinsic,central,,,SLPpl2,left,,SMP579,GLUT
720575940625772346,intrinsic,central,,,SLPpm1,left,,SLP289,GLUT
720575940625781946,intrinsic,visual_projection,,,VPNd2,left,,LC10a,ACH
720575940625951946,intrinsic,central,,,SLPav1_medial,right,,CL099b,ACH
720575940626457406,intrinsic,visual_projection,,,putative_primary,left,,VS5,ACH
720575940627303696,intrinsic,central,,,VPNp&v1_ventral,left,,PLP185,GLUT
720575940627517186,intrinsic,central,,,VPNp&v1_ventral,right,,CL282,GLUT
720575940628260106,intrinsic,central,,,SMPpd1,left,,SLP400b,ACH
720575940628392786,intrinsic,central,,,SLPpm1,left,,CB1501,GLUT
720575940628814586,intrinsic,central,,,AOTUv3_dorsal,left,,SMP017,ACH
720575940628950906,intrinsic,central,,,VPNp&v1_posterior,right,,CB1380,GABA
720575940629060986,intrinsic,central,,,putative_primary,right,,LHAV4l1,GABA
720575940629920056,intrinsic,central,,,VLPp2,left,,CB1378,ACH
720575940630143116,intrinsic,central,,,DL2_ventral,left,,SIP201f,ACH
720575940631570636,intrinsic,central,,,FLAa2,right,,CB3312,ACH
720575940632394026,intrinsic,central,,,DM3_dorso_lateral,right,,SMP331b,ACH
720575940632407826,efferent,descending,,,MX3,left,CV,DNg70,GABA
720575940633900896,intrinsic,central,,,putative_primary,right,,PLP245,ACH
720575940635113976,intrinsic,central,,,VLPl&p2_posterior,left,,SAD082,ACH
720575940636696286,intrinsic,central,,,DM3_dorso_lateral,left,,SMP331b,ACH
720575940636822926,intrinsic,optic,optic_lobe_intrinsic,transmedullary,,left,,Tm1,ACH
720575940637188836,intrinsic,central,,,VLPl2_medial,left,,CB2286,ACH
720575940637862726,intrinsic,central,,,VLPl&p2_lateral,right,,CB3099,ACH
720575940638320356,intrinsic,optic,optic_lobe_intrinsic,lobula_intrinsic,,right,,Li07,GABA
720575940638633806,intrinsic,central,,,putative_primary,left,,VES040,ACH
720575940639121636,intrinsic,central,ALIN,,putative_primary,left,,ALIN1,GLUT
720575940640093056,intrinsic,central,,,VLPl2_posterior,left,,LHAV2g1b,ACH
720575940646115636,intrinsic,central,,,SLPa&l1_anterior,left,,CL089_c,ACH
720575940647010356,intrinsic,central,,,putative_primary,left,,CB0806,GABA
720575940606595337,intrinsic,optic,optic_lobe_intrinsic,transmedullary_y,,left,,TmY4,ACH
720575940611411057,intrinsic,central,,,VESa1,right,,CB0653,GABA
720575940611956197,efferent,descending,,,putative_primary,left,CV,DNg78,ACH
720575940612172657,intrinsic,optic,optic_lobe_intrinsic,transmedullary_y,,left,,TmY9q__perp,ACH
720575940612976497,intrinsic,visual_centrifugal,,,putative_primary,left,,cM05,ACH
720575940613589167,efferent,descending,,,putative_primary,right,CV,DNge058,ACH
720575940613656557,afferent,ascending,AN,AN_multi,,left,CV,AN_multi_57,ACH
720575940614680017,intrinsic,optic,optic_lobe_intrinsic,serpentine_medulla,,right,,Sm01,ACH
720575940614684847,intrinsic,optic,optic_lobe_intrinsic,medulla_lobula_tangential,,left,,MLt1,ACH
720575940614799007,intrinsic,central,mAL,,CREa1_ventral,left,,mAL4,GABA
720575940615495867,efferent,descending,,,LB7,right,CV,DNge091,
720575940616582047,intrinsic,central,,,putative_primary,left,,SLP062,GABA
720575940617047297,intrinsic,central,CX,tangential,DL1_dorsal,left,,FB6Z,GLUT
720575940617488477,intrinsic,central,,,putative_primary,right,,CB0853,GLUT
720575940617910017,intrinsic,central,,,VLPd&p1_posterior,left,,CB2842,ACH
720575940618358597,intrinsic,central,LHLN,,LHp1,left,,CB2904,GLUT
720575940618394197,intrinsic,central,,,SMPad3,right,,CB1871,GLUT
720575940618412337,intrinsic,central,,,VESa2,right,,CB1584,
720575940618582577,intrinsic,central,,,LALa1_posterior,left,,CB2267_a,ACH
720575940619004957,intrinsic,optic,optic_lobe_intrinsic,lobula_lobula_plate_tangential,,left,,LLPt,GABA
720575940619349077,intrinsic,central,,,putative_primary,left,,AVLP314,ACH
720575940620670657,afferent,ascending,AN,AN_multi,,left,CV,AN_multi_116,ACH
720575940620878727,intrinsic,central,,,putative_primary,right,,PS158,ACH
720575940621119367,intrinsic,central,,,putative_primary,left,,CB0272,
720575940621259107,intrinsic,central,CX,columnar,DM1_CX_d2,left,,FS1B,ACH
720575940621530117,efferent,descending,,,putative_primary,right,CV,DNge039,ACH
720575940621563757,intrinsic,optic,optic_lobe_intrinsic,lobula_intrinsic,,left,,Li10,GLUT
720575940621851937,intrinsic,central,,,putative_primary,left,,SMP146,GABA
720575940621976097,intrinsic,central,,,putative_primary,left,,PS001,GABA
720575940622107937,intrinsic,central,,,SLPpm1,right,,SLP287,GLUT
720575940622335197,intrinsic,central,,,putative_primary,right,,CB0407,ACH
720575940622809747,intrinsic,central,,,SMPp&v1_ventral,left,,SMPp&v1B_M02,
720575940622898957,intrinsic,central,,,putative_primary,left,,CB0454,
720575940623324087,intrinsic,central,,,CLp1,left,,CL170,ACH
720575940623696647,intrinsic,central,DAN,,CREa1_dorsal,left,,PAM05,DA
720575940624045607,intrinsic,central,CX,columnar,DM4_CX_d1,left,,FS1B,ACH
720575940624126537,intrinsic,central,,,WEDa1,right,,CB1231,GABA
720575940624247787,intrinsic,central,,,putative_primary,left,,SLP070,GLUT
720575940625910147,intrinsic,central,,,VLPl&d1_lateral,left,,CB2001,ACH
720575940625972867,intrinsic,central,,,VLPl2_medial,right,,CB2316,ACH
720575940626347027,intrinsic,central,,,VLPp1,left,,AVLP555,GLUT
720575940626844037,intrinsic,central,,,DM1_dorsal,right,,PS161,ACH
720575940628207047,intrinsic,central,,,SLPpl3,left,,CB2292,GLUT
720575940628923907,intrinsic,central,,,SLPal1,left,,CB2273,GLUT
720575940629901307,intrinsic,central,,,SLPpm2,left,,CB2814,GLUT
720575940629938127,intrinsic,central,,,VLPl&p1_posterior,left,,CL261b,ACH
720575940631176877,intrinsic,central,,,WEDa2,left,,WEDPN2A,GABA
720575940631303877,intrinsic,central,,,VLPl&p2_lateral,left,,AVLP105,ACH
720575940631839047,intrinsic,central,,,SLPal2,left,,CB3291,ACH
720575940632336557,intrinsic,central,,,putative_primary,left,,SMP458,ACH
720575940633240367,intrinsic,central,,,SMPpd1,left,,CB3772,ACH
720575940634709217,intrinsic,central,,,LHa1,left,,CB3023,ACH
720575940634819167,intrinsic,central,,,putative_primary,left,,SLP270,ACH
720575940637079667,intrinsic,central,,,VLPl2_medial,left,,CL062_b,ACH
720575940637535077,intrinsic,central,,,putative_primary,right,,CB0681,
720575940638055487,intrinsic,central,,,SIPa1_ventral,right,,LHAV6c1a,GLUT
720575940638370237,intrinsic,central,,,putative_primary,right,,CB0029,ACH
720575940638920757,intrinsic,central,,,SLPal1,left,,LHAD1f1b,GLUT
720575940638932277,intrinsic,central,LHLN,,SLPp&v1_posterior,left,,CB1515,GLUT
720575940640795507,intrinsic,central,,,VLPl&p1_posterior,left,,SMP570a,ACH
720575940605714878,efferent,descending,,,MX3,left,CV,DNge136,GABA
720575940610604078,efferent,descending,,,MX3,right,CV,DNge136,GABA
720575940610728178,intrinsic,central,,,WEDd1,left,,WEDPN8B,ACH
720575940610738898,intrinsic,central,,,SMPpv2_ventral,left,,PS181,ACH
720575940610864338,intrinsic,central,,,DM4_dorsal,right,,SMP388,ACH
720575940613941618,intrinsic,central,,,putative_primary,left,,AVLP476,DA
720575940614364578,intrinsic,central,,,DM3_dorso_lateral,left,,SMP329,ACH
720575940614396778,intrinsic,central,,,SLPav1_medial,right,,CL099c,ACH
720575940615713478,intrinsic,central,,,putative_primary,right,,CL200,ACH
720575940617493078,intrinsic,central,,,putative_primary,right,,SMP604,GLUT
720575940618058048,intrinsic,central,,,putative_primary,right,,PS049,GABA
720575940620437628,intrinsic,central,,,SLPpm1,left,,CB1501,
